question_id,sample_id,gold_answer,predicted_answer,is_correct,tokenized_trace
45,0,2,2,True,analyze derive-intermediate simplify instantiate apply-formula simplify simplify compute conclude
45,1,2,2,True,analyze instantiate apply-formula instantiate simplify compute derive-intermediate compute analyze compute conclude
45,2,2,2,True,analyze instantiate derive-intermediate analyze instantiate simplify compute conclude
45,3,2,2,True,analyze instantiate simplify derive-intermediate apply-formula instantiate simplify derive-intermediate analyze instantiate compute conclude
45,4,2,2,True,analyze instantiate derive-intermediate simplify conclude
45,5,2,2,True,analyze instantiate apply-formula instantiate simplify derive-intermediate derive-intermediate derive-intermediate compute conclude
45,6,2,2,True,analyze apply-formula derive-intermediate instantiate apply-formula derive-intermediate simplify compute conclude
45,7,2,2,True,analyze simplify apply-formula derive-intermediate conclude
45,8,2,2,True,analyze derive-intermediate instantiate derive-intermediate apply-formula instantiate simplify simplify simplify analyze instantiate compute conclude
45,9,2,--LLM-VALIDATED-WRONG--,False,analyze
45,10,2,2,True,analyze instantiate simplify derive-intermediate analyze instantiate simplify compute conclude
45,11,2,2,True,analyze instantiate simplify derive-intermediate apply-formula instantiate simplify compute derive-intermediate apply-formula instantiate simplify compute conclude
45,12,2,2,True,analyze instantiate simplify derive-intermediate apply-formula instantiate simplify analyze instantiate simplify instantiate simplify conclude
45,13,2,2,True,analyze instantiate derive-intermediate instantiate apply-formula compute conclude
45,14,2,2,True,analyze instantiate derive-intermediate instantiate apply-formula simplify compute conclude
45,15,2,2,True,analyze instantiate derive-intermediate simplify conclude
45,16,2,--LLM-VALIDATED-WRONG--,False,analyze
45,17,2,2,True,analyze simplify derive-intermediate instantiate apply-formula simplify conclude
45,18,2,2,True,analyze instantiate simplify derive-intermediate analyze instantiate simplify compute conclude
45,19,2,2,True,analyze apply-formula instantiate simplify derive-intermediate compute compute compute
45,21,2,2,True,analyze instantiate derive-intermediate apply-formula simplify simplify simplify compute simplify compute compute conclude
45,22,2,2,True,analyze instantiate simplify derive-intermediate instantiate compute conclude
45,23,2,2,True,analyze instantiate simplify derive-intermediate instantiate analyze instantiate simplify compute conclude
45,25,2,2,True,analyze derive-intermediate instantiate apply-formula simplify compute conclude
45,26,2,2,True,analyze simplify apply-formula conclude
45,27,2,2,True,analyze instantiate derive-intermediate analyze instantiate simplify compute conclude
45,29,2,2,True,analyze instantiate apply-formula derive-intermediate simplify compute derive-intermediate compute conclude
49,0,83,83,True,analyze instantiate simplify isolate simplify isolate simplify conclude
49,1,83,83,True,analyze instantiate simplify simplify isolate simplify isolate simplify conclude
49,2,83,83,True,analyze instantiate simplify isolate isolate compute conclude
49,3,83,83,True,analyze instantiate simplify isolate simplify isolate compute
49,4,83,83,True,analyze instantiate simplify isolate isolate conclude
49,5,83,83,True,analyze instantiate simplify simplify isolate simplify isolate conclude compute
49,7,83,83,True,analyze instantiate simplify simplify simplify isolate simplify isolate simplify conclude
49,8,83,83,True,analyze instantiate simplify simplify isolate simplify isolate compute conclude
49,9,83,83,True,analyze instantiate simplify compute isolate isolate compute conclude
49,10,83,83,True,analyze instantiate simplify isolate simplify isolate compute conclude
49,11,83,83,True,analyze instantiate simplify simplify isolate simplify isolate compute conclude
49,12,83,83,True,analyze instantiate instantiate simplify simplify compute isolate isolate conclude
49,13,83,83,True,analyze instantiate simplify simplify isolate isolate conclude
49,14,83,83,True,analyze instantiate simplify simplify simplify isolate simplify isolate compute conclude
49,15,83,83,True,analyze instantiate simplify simplify isolate isolate conclude
49,16,83,83,True,analyze
49,17,83,83,True,analyze instantiate simplify isolate isolate conclude
49,18,83,83,True,analyze instantiate simplify simplify isolate isolate compute conclude
49,19,83,83,True,analyze instantiate simplify isolate simplify isolate simplify conclude
49,21,83,83,True,analyze instantiate simplify simplify isolate simplify isolate simplify conclude
49,22,83,83,True,analyze instantiate instantiate simplify isolate simplify isolate compute conclude
49,23,83,83,True,analyze instantiate simplify isolate isolate compute conclude
49,24,83,<We Solveckt(UUIDanium Trade =,False,instantiate
49,25,83,83,True,analyze instantiate simplify instantiate simplify instantiate isolate instantiate simplify instantiate isolate instantiate simplify instantiate conclude
