question_id,sample_id,gold_answer,predicted_answer,is_correct,tokenized_trace,trace_id,tokens,trace_len
45,0,2,2,True,analyze derive_intermediate simplify instantiate apply_formula simplify simplify compute conclude,45:0,analyze|derive_intermediate|simplify|instantiate|apply_formula|simplify|simplify|compute|conclude,9
45,1,2,2,True,analyze instantiate apply_formula instantiate simplify compute derive_intermediate compute analyze compute conclude,45:1,analyze|instantiate|apply_formula|instantiate|simplify|compute|derive_intermediate|compute|analyze|compute|conclude,11
45,2,2,2,True,analyze instantiate derive_intermediate analyze instantiate simplify compute conclude,45:2,analyze|instantiate|derive_intermediate|analyze|instantiate|simplify|compute|conclude,8
45,3,2,2,True,analyze instantiate simplify derive_intermediate apply_formula instantiate simplify derive_intermediate analyze instantiate compute conclude,45:3,analyze|instantiate|simplify|derive_intermediate|apply_formula|instantiate|simplify|derive_intermediate|analyze|instantiate|compute|conclude,12
45,4,2,2,True,analyze instantiate derive_intermediate simplify conclude,45:4,analyze|instantiate|derive_intermediate|simplify|conclude,5
45,5,2,2,True,analyze instantiate apply_formula instantiate simplify derive_intermediate derive_intermediate derive_intermediate compute conclude,45:5,analyze|instantiate|apply_formula|instantiate|simplify|derive_intermediate|derive_intermediate|derive_intermediate|compute|conclude,10
45,6,2,2,True,analyze apply_formula derive_intermediate instantiate apply_formula derive_intermediate simplify compute conclude,45:6,analyze|apply_formula|derive_intermediate|instantiate|apply_formula|derive_intermediate|simplify|compute|conclude,9
45,7,2,2,True,analyze simplify apply_formula derive_intermediate conclude,45:7,analyze|simplify|apply_formula|derive_intermediate|conclude,5
45,8,2,2,True,analyze derive_intermediate instantiate derive_intermediate apply_formula instantiate simplify simplify simplify analyze instantiate compute conclude,45:8,analyze|derive_intermediate|instantiate|derive_intermediate|apply_formula|instantiate|simplify|simplify|simplify|analyze|instantiate|compute|conclude,13
45,9,2,__LLM_VALIDATED_WRONG__,False,analyze,45:9,analyze,1
45,10,2,2,True,analyze instantiate simplify derive_intermediate analyze instantiate simplify compute conclude,45:10,analyze|instantiate|simplify|derive_intermediate|analyze|instantiate|simplify|compute|conclude,9
45,11,2,2,True,analyze instantiate simplify derive_intermediate apply_formula instantiate simplify compute derive_intermediate apply_formula instantiate simplify compute conclude,45:11,analyze|instantiate|simplify|derive_intermediate|apply_formula|instantiate|simplify|compute|derive_intermediate|apply_formula|instantiate|simplify|compute|conclude,14
45,12,2,2,True,analyze instantiate simplify derive_intermediate apply_formula instantiate simplify analyze instantiate simplify instantiate simplify conclude,45:12,analyze|instantiate|simplify|derive_intermediate|apply_formula|instantiate|simplify|analyze|instantiate|simplify|instantiate|simplify|conclude,13
45,13,2,2,True,analyze instantiate derive_intermediate instantiate apply_formula compute conclude,45:13,analyze|instantiate|derive_intermediate|instantiate|apply_formula|compute|conclude,7
45,14,2,2,True,analyze instantiate derive_intermediate instantiate apply_formula simplify compute conclude,45:14,analyze|instantiate|derive_intermediate|instantiate|apply_formula|simplify|compute|conclude,8
45,15,2,2,True,analyze instantiate derive_intermediate simplify conclude,45:15,analyze|instantiate|derive_intermediate|simplify|conclude,5
45,16,2,__LLM_VALIDATED_WRONG__,False,analyze,45:16,analyze,1
45,17,2,2,True,analyze simplify derive_intermediate instantiate apply_formula simplify conclude,45:17,analyze|simplify|derive_intermediate|instantiate|apply_formula|simplify|conclude,7
45,18,2,2,True,analyze instantiate simplify derive_intermediate analyze instantiate simplify compute conclude,45:18,analyze|instantiate|simplify|derive_intermediate|analyze|instantiate|simplify|compute|conclude,9
45,19,2,2,True,analyze apply_formula instantiate simplify derive_intermediate compute compute compute,45:19,analyze|apply_formula|instantiate|simplify|derive_intermediate|compute|compute|compute,8
45,21,2,2,True,analyze instantiate derive_intermediate apply_formula simplify simplify simplify compute simplify compute compute conclude,45:21,analyze|instantiate|derive_intermediate|apply_formula|simplify|simplify|simplify|compute|simplify|compute|compute|conclude,12
45,22,2,2,True,analyze instantiate simplify derive_intermediate instantiate compute conclude,45:22,analyze|instantiate|simplify|derive_intermediate|instantiate|compute|conclude,7
45,23,2,2,True,analyze instantiate simplify derive_intermediate instantiate analyze instantiate simplify compute conclude,45:23,analyze|instantiate|simplify|derive_intermediate|instantiate|analyze|instantiate|simplify|compute|conclude,10
45,25,2,2,True,analyze derive_intermediate instantiate apply_formula simplify compute conclude,45:25,analyze|derive_intermediate|instantiate|apply_formula|simplify|compute|conclude,7
45,26,2,2,True,analyze simplify apply_formula conclude,45:26,analyze|simplify|apply_formula|conclude,4
45,27,2,2,True,analyze instantiate derive_intermediate analyze instantiate simplify compute conclude,45:27,analyze|instantiate|derive_intermediate|analyze|instantiate|simplify|compute|conclude,8
45,29,2,2,True,analyze instantiate apply_formula derive_intermediate simplify compute derive_intermediate compute conclude,45:29,analyze|instantiate|apply_formula|derive_intermediate|simplify|compute|derive_intermediate|compute|conclude,9
49,0,83,83,True,analyze instantiate simplify isolate simplify isolate simplify conclude,49:0,analyze|instantiate|simplify|isolate|simplify|isolate|simplify|conclude,8
