token,question_id,question_total_runs,question_success_count,question_baseline_success_rate,n_with_token,n_without_token,succ_with_token,succ_without_token,delta_q
conclude,468,26,25,0.9615384615384616,25,1,1.0,0.0,1.0
conclude,827,23,2,0.08695652173913043,21,2,0.09523809523809523,0.0,0.09523809523809523
conclude,522,25,17,0.68,24,1,0.6666666666666666,1.0,-0.33333333333333337
conclude,716,27,23,0.8518518518518519,22,5,0.9545454545454546,0.4,0.5545454545454546
conclude,880,26,8,0.3076923076923077,18,8,0.2777777777777778,0.375,-0.09722222222222221
conclude,1139,24,3,0.125,16,8,0.1875,0.0,0.1875
conclude,790,26,1,0.038461538461538464,21,5,0.0,0.2,-0.2
conclude,1201,20,1,0.05,15,5,0.0,0.2,-0.2
conclude,573,26,20,0.7692307692307693,24,2,0.75,1.0,-0.25
conclude,68,24,16,0.6666666666666666,23,1,0.6521739130434783,1.0,-0.34782608695652173
conclude,183,27,26,0.9629629629629629,26,1,1.0,0.0,1.0
conclude,150,21,2,0.09523809523809523,16,5,0.0625,0.2,-0.1375
conclude,52,27,26,0.9629629629629629,25,2,1.0,0.5,0.5
conclude,167,27,26,0.9629629629629629,25,2,1.0,0.5,0.5
conclude,447,25,21,0.84,23,2,0.9130434782608695,0.0,0.9130434782608695
conclude,842,20,14,0.7,19,1,0.6842105263157895,1.0,-0.3157894736842105
conclude,851,26,3,0.11538461538461539,22,4,0.13636363636363635,0.0,0.13636363636363635
conclude,844,19,4,0.21052631578947367,4,15,0.75,0.06666666666666667,0.6833333333333333
conclude,1028,23,4,0.17391304347826086,20,3,0.2,0.0,0.2
conclude,1121,23,5,0.21739130434782608,17,6,0.23529411764705882,0.16666666666666666,0.06862745098039216
conclude,950,26,22,0.8461538461538461,24,2,0.9166666666666666,0.0,0.9166666666666666
conclude,1164,21,13,0.6190476190476191,10,11,0.5,0.7272727272727273,-0.2272727272727273
conclude,740,25,1,0.04,22,3,0.045454545454545456,0.0,0.045454545454545456
conclude,1025,22,10,0.45454545454545453,20,2,0.45,0.5,-0.04999999999999999
conclude,839,25,19,0.76,24,1,0.7916666666666666,0.0,0.7916666666666666
conclude,542,22,12,0.5454545454545454,16,6,0.625,0.3333333333333333,0.2916666666666667
conclude,864,26,11,0.4230769230769231,21,5,0.5238095238095238,0.0,0.5238095238095238
conclude,415,20,18,0.9,17,3,1.0,0.3333333333333333,0.6666666666666667
conclude,834,25,2,0.08,20,5,0.1,0.0,0.1
conclude,983,26,25,0.9615384615384616,25,1,0.96,1.0,-0.040000000000000036
conclude,391,25,10,0.4,24,1,0.4166666666666667,0.0,0.4166666666666667
conclude,279,22,7,0.3181818181818182,21,1,0.3333333333333333,0.0,0.3333333333333333
conclude,1060,25,2,0.08,19,6,0.05263157894736842,0.16666666666666666,-0.11403508771929824
conclude,1000,23,4,0.17391304347826086,10,13,0.3,0.07692307692307693,0.22307692307692306
conclude,1155,23,8,0.34782608695652173,16,7,0.375,0.2857142857142857,0.0892857142857143
conclude,715,24,1,0.041666666666666664,19,5,0.0,0.2,-0.2
conclude,495,26,16,0.6153846153846154,25,1,0.64,0.0,0.64
conclude,662,27,19,0.7037037037037037,24,3,0.7916666666666666,0.0,0.7916666666666666
conclude,92,25,2,0.08,20,5,0.1,0.0,0.1
conclude,887,25,12,0.48,18,7,0.5555555555555556,0.2857142857142857,0.2698412698412699
conclude,923,24,2,0.08333333333333333,22,2,0.09090909090909091,0.0,0.09090909090909091
conclude,1142,25,5,0.2,19,6,0.2631578947368421,0.0,0.2631578947368421
conclude,195,28,27,0.9642857142857143,26,2,0.9615384615384616,1.0,-0.038461538461538436
conclude,466,25,5,0.2,24,1,0.20833333333333334,0.0,0.20833333333333334
conclude,535,24,14,0.5833333333333334,18,6,0.6111111111111112,0.5,0.11111111111111116
conclude,561,26,22,0.8461538461538461,25,1,0.88,0.0,0.88
conclude,944,24,1,0.041666666666666664,14,10,0.0,0.1,-0.1
conclude,169,25,24,0.96,24,1,1.0,0.0,1.0
conclude,946,25,19,0.76,23,2,0.7391304347826086,1.0,-0.26086956521739135
conclude,956,25,2,0.08,22,3,0.045454545454545456,0.3333333333333333,-0.28787878787878785
conclude,605,25,13,0.52,21,4,0.5714285714285714,0.25,0.3214285714285714
conclude,1002,26,18,0.6923076923076923,24,2,0.75,0.0,0.75
conclude,485,22,5,0.22727272727272727,20,2,0.2,0.5,-0.3
conclude,222,25,1,0.04,24,1,0.041666666666666664,0.0,0.041666666666666664
conclude,1020,20,10,0.5,13,7,0.6153846153846154,0.2857142857142857,0.3296703296703297
conclude,224,26,11,0.4230769230769231,20,6,0.55,0.0,0.55
conclude,165,26,22,0.8461538461538461,24,2,0.875,0.5,0.375
conclude,876,24,5,0.20833333333333334,20,4,0.25,0.0,0.25
conclude,840,23,11,0.4782608695652174,19,4,0.5789473684210527,0.0,0.5789473684210527
rewrite,291,23,20,0.8695652173913043,20,3,0.9,0.6666666666666666,0.2333333333333334
rewrite,827,23,2,0.08695652173913043,22,1,0.09090909090909091,0.0,0.09090909090909091
rewrite,522,25,17,0.68,24,1,0.6666666666666666,1.0,-0.33333333333333337
rewrite,120,24,19,0.7916666666666666,15,9,0.8,0.7777777777777778,0.022222222222222254
rewrite,1139,24,3,0.125,15,9,0.2,0.0,0.2
rewrite,375,24,20,0.8333333333333334,23,1,0.8260869565217391,1.0,-0.17391304347826086
rewrite,790,26,1,0.038461538461538464,25,1,0.04,0.0,0.04
rewrite,1201,20,1,0.05,2,18,0.0,0.05555555555555555,-0.05555555555555555
rewrite,573,26,20,0.7692307692307693,22,4,0.7727272727272727,0.75,0.022727272727272707
rewrite,609,22,18,0.8181818181818182,8,14,1.0,0.7142857142857143,0.2857142857142857
rewrite,68,24,16,0.6666666666666666,23,1,0.6521739130434783,1.0,-0.34782608695652173
rewrite,183,27,26,0.9629629629629629,26,1,1.0,0.0,1.0
rewrite,150,21,2,0.09523809523809523,4,17,0.25,0.058823529411764705,0.19117647058823528
rewrite,52,27,26,0.9629629629629629,5,22,1.0,0.9545454545454546,0.045454545454545414
rewrite,851,26,3,0.11538461538461539,23,3,0.13043478260869565,0.0,0.13043478260869565
rewrite,844,19,4,0.21052631578947367,17,2,0.23529411764705882,0.0,0.23529411764705882
rewrite,1028,23,4,0.17391304347826086,10,13,0.0,0.3076923076923077,-0.3076923076923077
rewrite,1121,23,5,0.21739130434782608,13,10,0.23076923076923078,0.2,0.03076923076923077
rewrite,950,26,22,0.8461538461538461,25,1,0.88,0.0,0.88
rewrite,1164,21,13,0.6190476190476191,7,14,0.42857142857142855,0.7142857142857143,-0.28571428571428575
rewrite,1025,22,10,0.45454545454545453,4,18,0.5,0.4444444444444444,0.05555555555555558
rewrite,542,22,12,0.5454545454545454,16,6,0.5625,0.5,0.0625
rewrite,721,24,16,0.6666666666666666,14,10,0.7857142857142857,0.5,0.2857142857142857
rewrite,391,25,10,0.4,19,6,0.42105263157894735,0.3333333333333333,0.08771929824561403
rewrite,279,22,7,0.3181818181818182,20,2,0.35,0.0,0.35
rewrite,1060,25,2,0.08,4,21,0.0,0.09523809523809523,-0.09523809523809523
rewrite,1000,23,4,0.17391304347826086,4,19,0.5,0.10526315789473684,0.39473684210526316
rewrite,1155,23,8,0.34782608695652173,22,1,0.36363636363636365,0.0,0.36363636363636365
rewrite,715,24,1,0.041666666666666664,5,19,0.0,0.05263157894736842,-0.05263157894736842
rewrite,92,25,2,0.08,23,2,0.08695652173913043,0.0,0.08695652173913043
rewrite,887,25,12,0.48,20,5,0.4,0.8,-0.4
rewrite,1147,27,20,0.7407407407407407,11,16,0.5454545454545454,0.875,-0.3295454545454546
rewrite,466,25,5,0.2,24,1,0.20833333333333334,0.0,0.20833333333333334
rewrite,561,26,22,0.8461538461538461,25,1,0.84,1.0,-0.16000000000000003
rewrite,226,24,20,0.8333333333333334,6,18,1.0,0.7777777777777778,0.2222222222222222
rewrite,944,24,1,0.041666666666666664,19,5,0.05263157894736842,0.0,0.05263157894736842
rewrite,169,25,24,0.96,24,1,1.0,0.0,1.0
rewrite,946,25,19,0.76,20,5,0.8,0.6,0.20000000000000007
rewrite,956,25,2,0.08,6,19,0.16666666666666666,0.05263157894736842,0.11403508771929824
rewrite,1002,26,18,0.6923076923076923,24,2,0.7083333333333334,0.5,0.20833333333333337
rewrite,485,22,5,0.22727272727272727,2,20,0.5,0.2,0.3
rewrite,1020,20,10,0.5,15,5,0.3333333333333333,1.0,-0.6666666666666667
check-constraint,468,26,25,0.9615384615384616,1,25,1.0,0.96,0.040000000000000036
check-constraint,291,23,20,0.8695652173913043,3,20,1.0,0.85,0.15000000000000002
check-constraint,827,23,2,0.08695652173913043,3,20,0.0,0.1,-0.1
check-constraint,522,25,17,0.68,14,11,0.7142857142857143,0.6363636363636364,0.07792207792207795
check-constraint,120,24,19,0.7916666666666666,6,18,1.0,0.7222222222222222,0.2777777777777778
check-constraint,880,26,8,0.3076923076923077,18,8,0.2777777777777778,0.375,-0.09722222222222221
check-constraint,1139,24,3,0.125,12,12,0.16666666666666666,0.08333333333333333,0.08333333333333333
check-constraint,375,24,20,0.8333333333333334,3,21,0.6666666666666666,0.8571428571428571,-0.19047619047619047
check-constraint,790,26,1,0.038461538461538464,7,19,0.0,0.05263157894736842,-0.05263157894736842
check-constraint,1201,20,1,0.05,2,18,0.0,0.05555555555555555,-0.05555555555555555
check-constraint,573,26,20,0.7692307692307693,16,10,0.6875,0.9,-0.21250000000000002
check-constraint,609,22,18,0.8181818181818182,18,4,0.8333333333333334,0.75,0.08333333333333337
check-constraint,68,24,16,0.6666666666666666,8,16,0.625,0.6875,-0.0625
check-constraint,1028,23,4,0.17391304347826086,11,12,0.0,0.3333333333333333,-0.3333333333333333
check-constraint,1121,23,5,0.21739130434782608,11,12,0.18181818181818182,0.25,-0.06818181818181818
check-constraint,1164,21,13,0.6190476190476191,15,6,0.6,0.6666666666666666,-0.06666666666666665
check-constraint,740,25,1,0.04,3,22,0.3333333333333333,0.0,0.3333333333333333
check-constraint,1025,22,10,0.45454545454545453,20,2,0.45,0.5,-0.04999999999999999
check-constraint,839,25,19,0.76,13,12,0.7692307692307693,0.75,0.019230769230769273
check-constraint,542,22,12,0.5454545454545454,5,17,0.2,0.6470588235294118,-0.4470588235294118
check-constraint,721,24,16,0.6666666666666666,6,18,0.6666666666666666,0.6666666666666666,0.0
check-constraint,834,25,2,0.08,5,20,0.0,0.1,-0.1
check-constraint,1060,25,2,0.08,14,11,0.07142857142857142,0.09090909090909091,-0.019480519480519487
check-constraint,1000,23,4,0.17391304347826086,14,9,0.21428571428571427,0.1111111111111111,0.10317460317460317
check-constraint,1155,23,8,0.34782608695652173,17,6,0.35294117647058826,0.3333333333333333,0.019607843137254943
check-constraint,715,24,1,0.041666666666666664,1,23,0.0,0.043478260869565216,-0.043478260869565216
check-constraint,495,26,16,0.6153846153846154,14,12,0.7857142857142857,0.4166666666666667,0.369047619047619
check-constraint,662,27,19,0.7037037037037037,20,7,0.75,0.5714285714285714,0.1785714285714286
check-constraint,923,24,2,0.08333333333333333,9,15,0.1111111111111111,0.06666666666666667,0.04444444444444444
check-constraint,1142,25,5,0.2,13,12,0.23076923076923078,0.16666666666666666,0.06410256410256412
check-constraint,1147,27,20,0.7407407407407407,20,7,0.75,0.7142857142857143,0.0357142857142857
check-constraint,466,25,5,0.2,14,11,0.2857142857142857,0.09090909090909091,0.1948051948051948
check-constraint,535,24,14,0.5833333333333334,20,4,0.6,0.5,0.09999999999999998
check-constraint,561,26,22,0.8461538461538461,19,7,0.8421052631578947,0.8571428571428571,-0.015037593984962405
check-constraint,226,24,20,0.8333333333333334,6,18,0.6666666666666666,0.8888888888888888,-0.2222222222222222
check-constraint,944,24,1,0.041666666666666664,19,5,0.0,0.2,-0.2
check-constraint,169,25,24,0.96,4,21,1.0,0.9523809523809523,0.04761904761904767
check-constraint,946,25,19,0.76,15,10,0.8,0.7,0.10000000000000009
check-constraint,956,25,2,0.08,2,23,0.0,0.08695652173913043,-0.08695652173913043
check-constraint,605,25,13,0.52,24,1,0.5416666666666666,0.0,0.5416666666666666
check-constraint,1002,26,18,0.6923076923076923,2,24,0.0,0.75,-0.75
check-constraint,165,26,22,0.8461538461538461,5,21,0.8,0.8571428571428571,-0.05714285714285705
check-constraint,876,24,5,0.20833333333333334,15,9,0.06666666666666667,0.4444444444444444,-0.37777777777777777
check-constraint,840,23,11,0.4782608695652174,5,18,0.4,0.5,-0.09999999999999998
analyze,468,26,25,0.9615384615384616,25,1,0.96,1.0,-0.040000000000000036
analyze,1139,24,3,0.125,23,1,0.13043478260869565,0.0,0.13043478260869565
analyze,790,26,1,0.038461538461538464,6,20,0.0,0.05,-0.05
analyze,573,26,20,0.7692307692307693,24,2,0.75,1.0,-0.25
analyze,68,24,16,0.6666666666666666,23,1,0.6521739130434783,1.0,-0.34782608695652173
analyze,167,27,26,0.9629629629629629,25,2,0.96,1.0,-0.040000000000000036
analyze,842,20,14,0.7,5,15,0.4,0.8,-0.4
analyze,844,19,4,0.21052631578947367,18,1,0.16666666666666666,1.0,-0.8333333333333334
analyze,740,25,1,0.04,24,1,0.041666666666666664,0.0,0.041666666666666664
analyze,542,22,12,0.5454545454545454,20,2,0.55,0.5,0.050000000000000044
analyze,864,26,11,0.4230769230769231,25,1,0.44,0.0,0.44
analyze,391,25,10,0.4,24,1,0.4166666666666667,0.0,0.4166666666666667
analyze,1155,23,8,0.34782608695652173,22,1,0.3181818181818182,1.0,-0.6818181818181819
analyze,466,25,5,0.2,24,1,0.20833333333333334,0.0,0.20833333333333334
analyze,535,24,14,0.5833333333333334,23,1,0.5652173913043478,1.0,-0.4347826086956522
analyze,615,27,26,0.9629629629629629,26,1,0.9615384615384616,1.0,-0.038461538461538436
derive-intermediate,468,26,25,0.9615384615384616,15,11,1.0,0.9090909090909091,0.09090909090909094
derive-intermediate,291,23,20,0.8695652173913043,7,16,1.0,0.8125,0.1875
derive-intermediate,827,23,2,0.08695652173913043,3,20,0.0,0.1,-0.1
derive-intermediate,120,24,19,0.7916666666666666,15,9,0.8,0.7777777777777778,0.022222222222222254
derive-intermediate,880,26,8,0.3076923076923077,12,14,0.3333333333333333,0.2857142857142857,0.047619047619047616
derive-intermediate,1139,24,3,0.125,18,6,0.16666666666666666,0.0,0.16666666666666666
derive-intermediate,790,26,1,0.038461538461538464,6,20,0.0,0.05,-0.05
derive-intermediate,1201,20,1,0.05,12,8,0.0,0.125,-0.125
derive-intermediate,609,22,18,0.8181818181818182,17,5,0.8235294117647058,0.8,0.0235294117647058
derive-intermediate,68,24,16,0.6666666666666666,15,9,0.7333333333333333,0.5555555555555556,0.1777777777777777
derive-intermediate,150,21,2,0.09523809523809523,18,3,0.1111111111111111,0.0,0.1111111111111111
derive-intermediate,52,27,26,0.9629629629629629,25,2,0.96,1.0,-0.040000000000000036
derive-intermediate,414,25,24,0.96,24,1,0.9583333333333334,1.0,-0.04166666666666663
derive-intermediate,842,20,14,0.7,19,1,0.7368421052631579,0.0,0.7368421052631579
derive-intermediate,851,26,3,0.11538461538461539,19,7,0.15789473684210525,0.0,0.15789473684210525
